frame,tabuleiro,ms,rx,ry,rz,tx,ty,tz
202,True,27.052800000092248,-0.1564285191533638,-0.030628127814731884,3.0956315760639916,6.270686916220466,1.50840211083987,8.54089899335478
203,True,28.335099999821978,-0.15954065871665374,-0.0298798524177629,3.095861861958736,6.382764170144681,1.5093975979199834,8.544747553141697
204,True,26.19790000062494,-0.1623995114746273,-0.03122440644446218,3.0958537916593474,6.4932681784774875,1.5104452007674127,8.54742246533295
205,True,8.240200000727782,-0.16424272039363927,-0.033228238091806764,3.095299128496891,6.599849623715382,1.5076853287764682,8.549884744262057
206,True,7.716600001003826,-0.1671511938568769,-0.03643811835662456,3.0950802911272106,6.699303453620328,1.5067720288683348,8.556537492042434
207,True,8.057900000494556,-0.16861280990002753,-0.037586581288351836,3.0947364228214527,6.788822835857536,1.5052954618480365,8.55546197846675
208,True,24.835000000166474,-0.1715221853888484,-0.03768956976738535,3.094374184180707,6.866179757443123,1.5021382617192498,8.555843676663146
209,True,25.110099999437807,-0.17509157652084067,-0.03853641638425414,3.0943447806004487,6.932606872471732,1.502617207694413,8.559680778719372
210,True,25.458500000240747,-0.17783432068598332,-0.039738078208197525,3.0945015298616143,6.991124010138197,1.5052608525749502,8.558910026394308
211,True,25.39520000027551,-0.17876390735741315,-0.041166823188272327,3.094963552787873,7.041847888198508,1.5097476511761234,8.555834200530809
212,True,24.25079999920854,-0.1816802497502752,-0.039855415117565636,3.095167482197892,7.0904236424825315,1.516533826934044,8.550200933733025
213,True,50.70039999918663,-0.18426917263435794,-0.038279997999417455,3.0954412272963223,7.138966097083173,1.5269380229456557,8.543693327428267
214,True,40.63760000099137,-0.1862214961423234,-0.03973197346024002,3.0947950778166544,7.1922433844361775,1.5320999670436957,8.548050440732887
215,True,44.3582999996579,-0.1860200035577711,-0.04034822104975041,3.0945752140427083,7.243810213060753,1.5394699138293078,8.54876549786454
216,True,28.013899998768466,-0.18864836106761967,-0.040776031291762466,3.094388498212814,7.29517663607607,1.5489292432278454,8.559033139525214
217,True,25.46220000112953,-0.1888081715308165,-0.042723551356461706,3.094533578399534,7.343391000499162,1.5580955983353737,8.570898107955362
218,True,8.620299999165582,-0.18969921959493843,-0.04471361002649451,3.0948562228211487,7.388816270372646,1.5652630195415216,8.586654845229997
219,True,99.74680000050284,-0.19177112989248976,-0.04574881306447291,3.0956858406211047,7.427880334986666,1.5738183932635268,8.606078198082077
220,True,9.280599999328842,-0.19313254648132872,-0.04509558266493265,3.096643813994245,7.461455818001716,1.580501085808921,8.621971635473361
221,True,9.846099999776925,-0.19346889632634182,-0.04489640711854767,3.0984773074720815,7.488436230481543,1.5896297879230827,8.632115527492076
222,True,9.295900001234259,-0.1926780709138567,-0.04591199865774733,3.1010239043452286,7.509489848612608,1.601965426563147,8.641882859992252
223,True,31.439599999430357,-0.19212865829556322,-0.046558420017857975,3.1033471512233626,7.522658117269496,1.616983030828393,8.649092548232248
224,True,29.857600000468665,-0.19086636287156566,-0.04391706718988018,3.1063781605208427,7.527958959536003,1.6402960093892214,8.64478239758249
225,True,29.380799998762086,-0.18962843494356119,-0.04521658702975263,3.1097568097894004,7.527900442608082,1.6721054203591403,8.646452290512416
226,True,27.399999999033753,-0.18787341811985028,-0.04685926448955983,3.1132567156971707,7.521915445638524,1.7102687993454306,8.647469938674625
227,True,31.268099999579135,-0.18565193959172996,-0.049151626890547306,3.115727358044043,7.51479227487578,1.7402024102548581,8.652706852973449
228,True,24.543900000935537,-0.18332614533792727,-0.04965224364858395,3.1182449457153703,7.505850131914206,1.7676217895743673,8.652829721173946
229,True,7.442800000717398,-0.1819338489065721,-0.04779660037864728,3.121198991196348,7.496951959397736,1.7923025145556755,8.650896302411022
230,True,8.402399998885812,-0.17984165574054284,-0.04649387661716008,3.123824090508763,7.4876241014422895,1.8112273603704212,8.649827616177415
231,True,8.236699999542907,-0.1765281674716909,-0.044081812439322826,3.1269171699990226,7.476812214108618,1.8274182846129965,8.637882797609741
232,True,8.58200000038778,-0.17566938592285852,-0.04635874781017109,3.1286294817576072,7.463715447982892,1.8367131832731658,8.632262265438102
233,True,8.102300000246032,-0.17620922813683956,-0.05425493543450364,3.1289045559581417,7.443432816985827,1.8388027609934292,8.635979978094838
234,True,14.240300000892603,-0.1810470049711089,-0.06297832687845763,3.1265875548752855,7.413123303215053,1.8318744348446574,8.647945539847854
235,True,13.993000000482425,-0.1885664012077228,-0.0765515276591799,3.122485512053319,7.374952428350983,1.8202018192092329,8.67540656253791
236,True,18.000199999733013,-0.19723826528037763,-0.08734380891971341,3.118166389992961,7.331388331337268,1.8095910486479325,8.707436706226595
237,True,36.7469999982859,-0.20852384303816257,-0.094730389764372,3.114838712333303,7.289748254153149,1.8049129826344636,8.74227523310212
238,True,45.068699999319506,-0.2209547954262375,-0.09796908178833305,3.1126432131455504,7.257441056754881,1.8067379581897705,8.78128809395664
239,True,52.81880000075034,-0.23137797714691055,-0.09934270297305112,3.1118345990941387,7.233202277461048,1.812504229977808,8.820731926480049
240,True,8.246200000940007,-0.2431871882367948,-0.09852302902614288,3.1116611070964906,7.214041174701986,1.82321606066514,8.865430037703286
241,True,8.938999999372754,-0.2515848557607739,-0.09513102875463288,3.1126842117547744,7.202195299720959,1.844079094441247,8.895713650702081
242,True,9.74580000001879,-0.2565681374658496,-0.09245028991900127,3.114030483788751,7.1976088911681,1.8693365659994665,8.91460764259501
243,True,8.346499998879153,-0.2560779123599667,-0.08777738279164474,3.1164346121223376,7.202372629439658,1.8998805447048013,8.912567394336138
244,True,10.261899999022717,-0.2517320490792615,-0.08423379812356588,3.1198969406984043,7.210158902403937,1.9328833883014254,8.897450256873421
245,True,9.056799999598297,-0.24245263382413526,-0.07732168804504111,3.123704931619815,7.221106826616692,1.958623996712951,8.868761095369647
246,True,9.522599999399972,-0.22997463303900445,-0.06755888141681422,3.1275831457579066,7.23217734266107,1.973309445310829,8.82667224993162
247,True,8.73689999934868,-0.2146701959728597,-0.056059464803870133,3.1319686454378255,7.242242263783023,1.983114948528802,8.774554324545585
248,True,8.982199999081786,0.1977942383637643,0.042557815306873255,-3.1337429403879025,7.254862199088185,1.9865684012432754,8.713829339545388
249,True,64.35009999950125,0.17866113051628527,0.026123917352089993,-3.1318889767852083,7.269166209692409,1.9792959369640428,8.642976978180352
250,True,43.58379999939643,0.1583663278146801,0.003863631467274788,-3.130322351216318,7.283187804618633,1.959062231778682,8.552587591746931
251,True,57.35900000036054,0.13758535037654132,-0.017458274929922156,-3.1279545311536485,7.296497538959444,1.9303579725951308,8.458106657123215
252,True,19.919000000300002,0.11815683363009968,-0.03806795140062447,-3.1252710788020828,7.306830457207575,1.895021721434533,8.362041191799849
253,True,80.83469999837689,0.09949856077159423,-0.05557307768940671,-3.1227531373110025,7.314532117014803,1.8585803778656478,8.263619246285433
254,True,44.66160000083619,0.08272193992745941,-0.06702335089052674,-3.120551583318773,7.322251020101177,1.8231347166289216,8.182169972835922
255,True,25.36859999963781,0.06850047966410024,-0.07427975292196091,-3.1194644760827366,7.33091613391593,1.7890942371943386,8.112371397735473
256,True,27.651799999148352,0.05480679495099951,-0.08131222488562015,-3.119499686162703,7.341745277910778,1.7586976869900257,8.044948110829646
257,True,28.19409999938216,0.041842032052601535,-0.08579722178315285,-3.119974932332727,7.353398083722442,1.7366461724517646,7.978957264693941
258,True,26.87100000002829,0.029135497683208174,-0.08882934629704112,-3.12135104334052,7.364629870367101,1.716773883175379,7.922433560679519
259,True,28.362999999444582,0.018974913991736224,-0.09121877954683887,-3.1237112291039293,7.373457111699865,1.698491872109839,7.870576515734578
